Year,Product Name,Sales
2015,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",521.96
2015,Bevis Round Conference Room Tables and Bases,519.941
2015,Hon 4060 Series Tables,515.016
2015,Hon Deluxe Fabric Upholstered Stacking Chairs,512.358
2015,Safco Industrial Wire Shelving System,509.488
2015,"24 Capacity Maxi Data Binder Racks, Pearl",505.32
2015,Enermax Acrylux Wireless Keyboard,498.0
2015,Cameo Buff Policy Envelopes,497.84000000000003
2015,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",496.74600000000004
2015,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,491.29200000000003
2015,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",489.23
2015,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",488.176
2015,Letter Size Cart,485.724
2015,O'Sullivan 4-Shelf Bookcase in Odessa Pine,483.91999999999996
2015,"Global Value Mid-Back Manager's Chair, Gray",481.031
2015,Premier Automatic Letter Opener,480.74
2015,Jabra Supreme Plus Driver Edition Headset,479.96
2015,Panasonic KX TS3282W Corded phone,475.944
2015,Polycom VoiceStation 500 Conference phone,471.92
2015,Bevis Steel Folding Chairs,460.56
2015,"Hunt PowerHouse Electric Pencil Sharpener, Blue",455.76
2015,Hewlett-Packard Deskjet D4360 Printer,447.968
2015,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,447.944
2015,Xerox 1893,442.692
2015,Office Star - Task Chair with Contemporary Loop Arms,436.704
2015,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",434.67600000000004
2015,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,433.79999999999995
2015,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,433.568
2015,GBC Recycled Regency Composition Covers,430.41599999999994
2015,Fellowes Superior 10 Outlet Split Surge Protector,426.27200000000005
2015,Hon 4-Shelf Metal Bookcases,424.116
2015,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",423.92
2015,Case Logic 2.4GHz Wireless Keyboard,419.916
2015,Okidata C331dn Printer,418.8
2015,Fellowes 8 Outlet Superior Workstation Surge Protector,417.1
2015,Maxell 4.7GB DVD-R,414.34799999999996
2015,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",411.332
2015,Tennsco Regal Shelving Units,405.64
2015,Logitech Wireless Headset h800,399.96
2015,Panasonic KX T7731-B Digital phone,399.96
2015,Logitech G600 MMO Gaming Mouse,399.95
2015,Plantronics Audio 478 Stereo USB Headset,399.92
2015,Xerox 1951,396.544
2015,First Data FD10 PIN Pad,395.0
2015,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,391.93
2015,Luxo Adjustable Task Clamp Lamp,390.896
2015,"Global Stack Chair with Arms, Black",389.74
2015,Fellowes Super Stor/Drawer,388.5
2015,Xerox 1888,388.36
2015,Fellowes Staxonsteel Drawer Files,386.34
2015,"Eldon Base for stackable storage shelf, platinum",381.61199999999997
2015,AT&T EL51110 DECT,377.97
2015,"Dana Fluorescent Magnifying Lamp, White, 36""",377.252
2015,Adjustable Depth Letter/Legal Cart,362.92
2015,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,362.4
2015,Harbour Creations Steel Folding Chair,362.25
2015,Avanti 4.4 Cu. Ft. Refrigerator,361.96
2015,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,360.0
2015,Global Commerce Series Low-Back Swivel/Tilt Chairs,359.772
2015,Panasonic Kx-TS550,358.722
2015,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",355.352
2015,"Plantronics CS 50-USB - headset - Convertible, Monaural",353.574
2015,Xerox 1909,353.49199999999996
2015,Bevis Round Conference Table Top & Single Column Base,351.216
2015,Wilson Jones Legal Size Ring Binders,347.442
2015,WD My Passport Ultra 1TB Portable External Hard Drive,345.0
2015,Xerox 1917,342.37
2015,"Global Value Steno Chair, Gray",340.144
2015,"File Shuttle II and Handi-File, Black",338.9
2015,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,338.352
2015,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,337.088
2015,Logitech Wireless Anywhere Mouse MX for PC and Mac,335.944
2015,netTALK DUO VoIP Telephone Service,335.936
2015,"O'Sullivan Elevations Bookcase, Cherry Finish",333.999
2015,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",332.94
2015,Dana Halogen Swing-Arm Architect Lamp,327.76
2015,RCA ViSYS 25425RE1 Corded phone,323.976
2015,Space Solutions Commercial Steel Shelving,323.25
2015,Kensington Expert Mouse Optical USB Trackball for PC or Mac,322.966
2015,HTC One,319.968
2015,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",319.644
2015,Bose SoundLink Bluetooth Speaker,318.4
2015,Space Solutions Industrial Galvanized Steel Shelving.,315.2
2015,Electrix Halogen Magnifier Lamp,310.88
2015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",305.9745
2015,"Contico 72""H Heavy-Duty Storage System",303.252
2015,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",303.25
2015,Southworth 25% Cotton Premium Laser Paper and Envelopes,299.7
2015,Lock-Up Easel 'Spel-Binder',296.712
2015,"Premier Elliptical Ring Binder, Black",295.26800000000003
2015,WD My Passport Ultra 500GB Portable External Hard Drive,295.0
2015,White Computer Printout Paper by Universal,294.576
2015,BPI Conference Tables,292.1
2015,Easy-staple paper,292.096
2015,"Sauder Facets Collection Library, Sky Alder Finish",290.666
2015,Ibico Laser Imprintable Binding System Covers,288.2
2015,Ativa MDM8000 8-Sheet Micro-Cut Shredder,287.968
2015,Plantronics Voyager Pro HD - Bluetooth Headset,285.956
2015,"Seth Thomas 14"" Day/Date Wall Clock",284.8
2015,Fellowes High-Stak Drawer Files,281.904
2015,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",279.96
2015,"Sauder Camden County Collection Libraries, Planked Cherry Finish",275.952
2015,Avery 477,274.77
2015,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",273.096
2015,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,270.72
2015,DAX Black Cherry Wood-Tone Poster Frame,264.8
2015,Plantronics 81402,263.96
2015,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,263.96
2015,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,263.76
2015,Avery 485,263.13
2015,Office Star - Ergonomically Designed Knee Chair,259.136
2015,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",257.99199999999996
2015,Digium D40 VoIP phone,257.98
2015,GE DSL Phone Line Filter,255.936
2015,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",255.85
2015,Hypercom P1300 Pinpad,252.0
2015,Innergie mMini Combo Duo USB Travel Charging Kit,251.944
2015,Maxell LTO Ultrium - 800 GB,251.91
2015,Belkin QODE FastFit Bluetooth Keyboard,247.8
2015,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",247.716
2015,Acco Perma 3000 Stacking Storage Drawers,247.564
2015,Nortel Meridian M3904 Professional Digital phone,246.384
2015,"Global Deluxe Stacking Chair, Gray",244.704
2015,Plantronics Cordless Phone Headset with In-line Volume - M214C,244.65
2015,Avery Arch Ring Binders,244.01999999999998
2015,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,243.10000000000002
2015,Global Low Back Tilter Chair,242.352
2015,APC 7 Outlet Network SurgeArrest Surge Protector,241.44
2015,Classic Ivory Antique Telephone ZL1810,241.176
2015,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,239.6
2015,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",239.184
2015,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,236.5
2015,"Situations Contoured Folding Chairs, 4/Set",234.234
2015,"Seth Thomas 16"" Steel Case Clock",233.856
2015,Xerox 194,233.016
2015,Safco Commercial Shelving,232.55
2015,"Decoflex Hanging Personal Folder File, Blue",231.29999999999998
2015,Hunt Boston Vacuum Mount KS Pencil Sharpener,230.934
2015,"Maxell 74 Minute CD-R Spindle, 50/Pack",230.67
2015,Global Deluxe Office Fabric Chairs,230.352
2015,Belkin F5C206VTEL 6 Outlet Surge,229.8
2015,Xerox 1929,228.4
2015,Wilson Jones Century Plastic Molded Ring Binders,224.31600000000003
2015,Tensor Computer Mounted Lamp,223.35
2015,Xerox 1988,223.056
2015,"Sauder Mission Library with Doors, Fruitwood Finish",222.666
2015,AT&T CL82213,220.32399999999998
2015,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75
2015,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",217.168
2015,Desktop 3-Pocket Hot File,216.4
2015,Alphabetical Labels for Top Tab Filing,216.07999999999998
2015,Cisco SPA 501G IP Phone,213.48
2015,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,211.248
2015,"Seth Thomas 14"" Putty-Colored Wall Clock",211.248
2015,Clarity 53712,211.168
2015,"Southworth 100% Résumé Paper, 24lb.",208.50400000000002
2015,Epson Perfection V600 Photo Scanner,206.991
2015,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",205.44
2015,Xerox 1919,204.95
2015,Luxo Professional Combination Clamp-On Lamps,204.6
2015,HTC One Mini,201.584
2015,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",200.795
2015,Logitech G700s Rechargeable Gaming Mouse,199.98
2015,Eldon Radial Chair Mat for Low to Medium Pile Carpets,199.9
2015,"Logitech B530 USB Headset - headset - Full size, Binaural",199.746
2015,Cisco SPA508G,197.97
2015,Panasonic KX TS3282B Corded phone,196.776
2015,KeyTronic 6101 Series - Keyboard - Black,196.752
2015,"Performers Binder/Pad Holder, Black",196.21
2015,Xerox 1942,195.76
2015,Recycled Steel Personal File for Hanging File Folders,194.582
2015,"Hon Metal Bookcases, Black",193.0656
2015,Harbour Creations 67200 Series Stacking Chairs,192.186
2015,Logitech G105 Gaming Keyboard,189.984
2015,GBC Prestige Therm-A-Bind Covers,188.705
2015,Eldon Portable Mobile Manager,186.648
2015,White GlueTop Scratch Pads,186.49599999999998
2015,Euro-Pro Shark Turbo Vacuum,185.88
2015,Belkin Standard 104 key USB Keyboard,183.834
2015,Xerox 1884,183.816
2015,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",182.94
2015,"Eldon ""L"" Workstation Diamond Chairmat",182.352
2015,AT&T 17929 Lendline Telephone,180.96
2015,Vinyl Sectional Post Binders,180.96
2015,Logitech Illuminated - Keyboard,179.97
2015,Panasonic KX T7736-B Digital phone,179.94
2015,"Global Stack Chair without Arms, Black",179.262
2015,Xerox 1944,178.296
2015,3.6 Cubic Foot Counter Height Office Refrigerator,176.772
2015,Staples,174.95
2015,Balt Solid Wood Rectangular Table,174.0585
2015,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,173.656
2015,Logitech Illuminated Ultrathin Keyboard with Backlighting,170.97
2015,Safco Drafting Table,170.352
2015,"Logitech Wireless Boombox Speaker - portable - wireless, wired",170.24
2015,Tenex Chairmats For Use with Hard Floors,168.896
2015,9-3/4 Diameter Round Wall Clock,168.238
2015,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",167.535
2015,Acco 6 Outlet Guardian Premium Surge Suppressor,167.44
2015,Safco Steel Mobile File Cart,166.72
2015,Green Bar Computer Printout Paper,164.88
2015,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",164.22
2015,Aastra 57i VoIP phone,161.61
2015,"Fellowes Personal Hanging Folder Files, Navy",161.16
2015,Logitech G602 Wireless Gaming Mouse,159.98
2015,Xerox 1933,159.64
2015,Surelock Post Binders,158.912
2015,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",158.9
2015,"Strathmore #10 Envelopes, Ultimate White",158.13
2015,"#10 White Business Envelopes,4 1/8 x 9 1/2",156.7
2015,Boston Home & Office Model 2000 Electric Pencil Sharpeners,156.09
2015,O'Sullivan 2-Shelf Heavy-Duty Bookcases,155.456
2015,Office Star Flex Back Scooter Chair with White Frame,155.372
2015,Macally Suction Cup Mount,155.35
2015,Xerox 1918,155.04
2015,DAX Natural Wood-Tone Poster Frame,153.584
2015,Canvas Sectional Post Binders,152.76
2015,Model L Table or Wall-Mount Pencil Sharpener,151.11599999999999
2015,Nokia Lumia 521 (T-Mobile),149.95
2015,"Computer Room Manger, 14""",149.40800000000002
2015,Deflect-o Glass Clear Studded Chair Mats,149.232
2015,Xerox 1960,148.704
2015,Maxell DVD-RAM Discs,148.32
2015,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",146.76
2015,Xerox 1891,146.73
2015,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",146.52
2015,Novimex Fabric Task Chair,146.352
2015,Bevis Rectangular Conference Tables,145.98
2015,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,145.912
2015,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",145.9
2015,"Leather Task Chair, Black",145.568
2015,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,145.488
2015,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",144.248
2015,Xerox 1885,144.12
2015,JBL Micro Wireless Portable Bluetooth Speaker,143.976
2015,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,143.952
2015,Cisco SPA525G2 IP Phone - Wireless,143.64
2015,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",141.96
2015,Xerox 1906,141.76
2015,Micropad Numeric Keypads,139.93
2015,24-Hour Round Wall Clock,139.86
